timestep,HP_ambient,HP_industry,HR_small,HR_medium,HR_large
T2190,2.239,2.904,3.066,3.436,3.804
T2191,2.248,2.904,3.066,3.436,3.804
T2192,2.264,2.904,3.066,3.436,3.804
T2193,2.28,2.904,3.066,3.436,3.804
T2194,2.303,2.904,3.066,3.436,3.804
T2195,2.337,2.904,3.066,3.436,3.804
T2196,2.378,2.904,3.066,3.436,3.804
T2197,2.418,2.904,3.066,3.436,3.804
T2198,2.444,2.904,3.066,3.436,3.804
T2199,2.447,2.904,3.066,3.436,3.804
T2200,2.462,2.904,3.066,3.436,3.804
T2201,2.47,2.904,3.066,3.436,3.804
T2202,2.414,2.904,3.066,3.436,3.804
T2203,2.364,2.904,3.066,3.436,3.804
T2204,2.34,2.904,3.066,3.436,3.804
T2205,2.326,2.931,3.095,3.469,3.84
T2206,2.323,2.931,3.095,3.469,3.84
T2207,2.313,2.931,3.095,3.469,3.84
T2208,2.293,2.931,3.095,3.469,3.84
T2209,2.296,2.931,3.095,3.469,3.84
T2210,2.303,2.931,3.095,3.469,3.84
T2211,2.273,2.931,3.095,3.469,3.84
T2212,2.223,2.931,3.095,3.469,3.84
T2213,2.205,2.931,3.095,3.469,3.84
T2214,2.217,2.931,3.095,3.469,3.84
T2215,2.251,2.931,3.095,3.469,3.84
T2216,2.293,2.931,3.095,3.469,3.84
T2217,2.293,2.931,3.095,3.469,3.84
T2218,2.299,2.931,3.095,3.469,3.84
T2219,2.319,2.931,3.095,3.469,3.84
T2220,2.326,2.931,3.095,3.469,3.84
T2221,2.343,2.931,3.095,3.469,3.84
T2222,2.36,2.931,3.095,3.469,3.84
T2223,2.378,2.931,3.095,3.469,3.84
T2224,2.396,2.931,3.095,3.469,3.84
T2225,2.403,2.931,3.095,3.469,3.84
T2226,2.396,2.931,3.095,3.469,3.84
T2227,2.371,2.931,3.095,3.469,3.84
T2228,2.286,2.931,3.095,3.469,3.84
T2229,2.283,2.931,3.095,3.469,3.84
T2230,2.283,2.931,3.095,3.469,3.84
T2231,2.261,2.931,3.095,3.469,3.84
T2232,2.245,2.931,3.095,3.469,3.84
T2233,2.235,2.931,3.095,3.469,3.84
T2234,2.214,2.931,3.095,3.469,3.84
T2235,2.217,2.931,3.095,3.469,3.84
T2236,2.211,2.931,3.095,3.469,3.84
T2237,2.235,2.931,3.095,3.469,3.84
T2238,2.229,2.931,3.095,3.469,3.84
T2239,2.257,2.931,3.095,3.469,3.84
T2240,2.336,2.931,3.095,3.469,3.84
T2241,2.392,2.931,3.095,3.469,3.84
T2242,2.421,2.931,3.095,3.469,3.84
T2243,2.447,2.931,3.095,3.469,3.84
T2244,2.451,2.931,3.095,3.469,3.84
T2245,2.455,2.931,3.095,3.469,3.84
T2246,2.466,2.931,3.095,3.469,3.84
T2247,2.458,2.931,3.095,3.469,3.84
T2248,2.458,2.931,3.095,3.469,3.84
T2249,2.474,2.931,3.095,3.469,3.84
T2250,2.466,2.931,3.095,3.469,3.84
T2251,2.44,2.931,3.095,3.469,3.84
T2252,2.421,2.931,3.095,3.469,3.84
T2253,2.403,2.931,3.095,3.469,3.84
T2254,2.396,2.931,3.095,3.469,3.84
T2255,2.382,2.931,3.095,3.469,3.84
T2256,2.371,2.931,3.095,3.469,3.84
T2257,2.371,2.931,3.095,3.469,3.84
T2258,2.326,2.931,3.095,3.469,3.84
T2259,2.33,2.931,3.095,3.469,3.84
T2260,2.333,2.931,3.095,3.469,3.84
T2261,2.357,2.931,3.095,3.469,3.84
T2262,2.336,2.931,3.095,3.469,3.84
T2263,2.343,2.931,3.095,3.469,3.84
T2264,2.371,2.931,3.095,3.469,3.84
T2265,2.399,2.931,3.095,3.469,3.84
T2266,2.421,2.931,3.095,3.469,3.84
T2267,2.44,2.931,3.095,3.469,3.84
T2268,2.462,2.931,3.095,3.469,3.84
T2269,2.455,2.931,3.095,3.469,3.84
T2270,2.458,2.931,3.095,3.469,3.84
T2271,2.462,2.931,3.095,3.469,3.84
T2272,2.447,2.931,3.095,3.469,3.84
T2273,2.432,2.931,3.095,3.469,3.84
T2274,2.44,2.931,3.095,3.469,3.84
T2275,2.451,2.931,3.095,3.469,3.84
T2276,2.414,2.931,3.095,3.469,3.84
T2277,2.364,2.931,3.095,3.469,3.84
T2278,2.385,2.931,3.095,3.469,3.84
T2279,2.333,2.931,3.095,3.469,3.84
T2280,2.306,2.931,3.095,3.469,3.84
T2281,2.303,2.931,3.095,3.469,3.84
T2282,2.316,2.931,3.095,3.469,3.84
T2283,2.323,2.931,3.095,3.469,3.84
T2284,2.336,2.931,3.095,3.469,3.84
T2285,2.347,2.931,3.095,3.469,3.84
T2286,2.34,2.931,3.095,3.469,3.84
T2287,2.354,2.931,3.095,3.469,3.84
T2288,2.382,2.931,3.095,3.469,3.84
T2289,2.407,2.931,3.095,3.469,3.84
T2290,2.428,2.931,3.095,3.469,3.84
T2291,2.447,2.931,3.095,3.469,3.84
T2292,2.462,2.931,3.095,3.469,3.84
T2293,2.47,2.931,3.095,3.469,3.84
T2294,2.47,2.931,3.095,3.469,3.84
T2295,2.462,2.931,3.095,3.469,3.84
T2296,2.462,2.931,3.095,3.469,3.84
T2297,2.451,2.931,3.095,3.469,3.84
T2298,2.443,2.931,3.095,3.469,3.84
T2299,2.418,2.931,3.095,3.469,3.84
T2300,2.389,2.931,3.095,3.469,3.84
T2301,2.367,2.931,3.095,3.469,3.84
T2302,2.34,2.931,3.095,3.469,3.84
T2303,2.319,2.931,3.095,3.469,3.84
T2304,2.309,2.931,3.095,3.469,3.84
T2305,2.303,2.931,3.095,3.469,3.84
T2306,2.293,2.931,3.095,3.469,3.84
T2307,2.277,2.931,3.095,3.469,3.84
T2308,2.264,2.931,3.095,3.469,3.84
T2309,2.251,2.931,3.095,3.469,3.84
T2310,2.245,2.931,3.095,3.469,3.84
T2311,2.261,2.931,3.095,3.469,3.84
T2312,2.277,2.931,3.095,3.469,3.84
T2313,2.299,2.931,3.095,3.469,3.84
T2314,2.323,2.931,3.095,3.469,3.84
T2315,2.367,2.931,3.095,3.469,3.84
T2316,2.378,2.931,3.095,3.469,3.84
T2317,2.392,2.931,3.095,3.469,3.84
T2318,2.414,2.931,3.095,3.469,3.84
T2319,2.432,2.931,3.095,3.469,3.84
T2320,2.458,2.931,3.095,3.469,3.84
T2321,2.485,2.931,3.095,3.469,3.84
T2322,2.489,2.931,3.095,3.469,3.84
T2323,2.501,2.931,3.095,3.469,3.84
T2324,2.485,2.931,3.095,3.469,3.84
T2325,2.462,2.931,3.095,3.469,3.84
T2326,2.451,2.931,3.095,3.469,3.84
T2327,2.44,2.931,3.095,3.469,3.84
T2328,2.421,2.931,3.095,3.469,3.84
T2329,2.396,2.931,3.095,3.469,3.84
T2330,2.382,2.931,3.095,3.469,3.84
T2331,2.36,2.931,3.095,3.469,3.84
T2332,2.354,2.931,3.095,3.469,3.84
T2333,2.347,2.931,3.095,3.469,3.84
T2334,2.347,2.931,3.095,3.469,3.84
T2335,2.36,2.931,3.095,3.469,3.84
T2336,2.396,2.931,3.095,3.469,3.84
T2337,2.428,2.931,3.095,3.469,3.84
T2338,2.47,2.931,3.095,3.469,3.84
T2339,2.528,2.931,3.095,3.469,3.84
T2340,2.602,2.931,3.095,3.469,3.84
T2341,2.685,2.931,3.095,3.469,3.84
T2342,2.735,2.931,3.095,3.469,3.84
T2343,2.699,2.931,3.095,3.469,3.84
T2344,2.649,2.931,3.095,3.469,3.84
T2345,2.641,2.931,3.095,3.469,3.84
T2346,2.581,2.931,3.095,3.469,3.84
T2347,2.493,2.931,3.095,3.469,3.84
T2348,2.447,2.931,3.095,3.469,3.84
T2349,2.407,2.931,3.095,3.469,3.84
T2350,2.399,2.931,3.095,3.469,3.84
T2351,2.389,2.931,3.095,3.469,3.84
T2352,2.367,2.931,3.095,3.469,3.84
T2353,2.378,2.931,3.095,3.469,3.84
T2354,2.371,2.931,3.095,3.469,3.84
T2355,2.354,2.931,3.095,3.469,3.84
T2356,2.33,2.931,3.095,3.469,3.84
T2357,2.33,2.931,3.095,3.469,3.84
T2358,2.347,2.931,3.095,3.469,3.84
T2359,2.385,2.931,3.095,3.469,3.84
T2360,2.428,2.931,3.095,3.469,3.84
T2361,2.448,2.959,3.128,3.505,3.879
T2362,2.455,2.959,3.128,3.505,3.879
T2363,2.486,2.959,3.128,3.505,3.879
T2364,2.521,2.959,3.128,3.505,3.879
T2365,2.582,2.959,3.128,3.505,3.879
T2366,2.595,2.959,3.128,3.505,3.879
T2367,2.549,2.959,3.128,3.505,3.879
T2368,2.525,2.959,3.128,3.505,3.879
T2369,2.505,2.959,3.128,3.505,3.879
T2370,2.49,2.959,3.128,3.505,3.879
T2371,2.448,2.959,3.128,3.505,3.879
T2372,2.397,2.959,3.128,3.505,3.879
T2373,2.407,2.959,3.128,3.505,3.879
T2374,2.429,2.959,3.128,3.505,3.879
T2375,2.415,2.959,3.128,3.505,3.879
T2376,2.4,2.959,3.128,3.505,3.879
T2377,2.4,2.959,3.128,3.505,3.879
T2378,2.393,2.959,3.128,3.505,3.879
T2379,2.375,2.959,3.128,3.505,3.879
T2380,2.379,2.959,3.128,3.505,3.879
T2381,2.389,2.959,3.128,3.505,3.879
T2382,2.393,2.959,3.128,3.505,3.879
T2383,2.407,2.959,3.128,3.505,3.879
T2384,2.44,2.959,3.128,3.505,3.879
T2385,2.486,2.959,3.128,3.505,3.879
T2386,2.545,2.959,3.128,3.505,3.879
T2387,2.562,2.959,3.128,3.505,3.879
T2388,2.557,2.959,3.128,3.505,3.879
T2389,2.574,2.959,3.128,3.505,3.879
T2390,2.591,2.959,3.128,3.505,3.879
T2391,2.599,2.959,3.128,3.505,3.879
T2392,2.586,2.959,3.128,3.505,3.879
T2393,2.57,2.959,3.128,3.505,3.879
T2394,2.545,2.959,3.128,3.505,3.879
T2395,2.537,2.959,3.128,3.505,3.879
T2396,2.517,2.959,3.128,3.505,3.879
T2397,2.513,2.959,3.128,3.505,3.879
T2398,2.505,2.959,3.128,3.505,3.879
T2399,2.505,2.959,3.128,3.505,3.879
T2400,2.529,2.959,3.128,3.505,3.879
T2401,2.553,2.959,3.128,3.505,3.879
T2402,2.57,2.959,3.128,3.505,3.879
T2403,2.557,2.959,3.128,3.505,3.879
T2404,2.549,2.959,3.128,3.505,3.879
T2405,2.537,2.959,3.128,3.505,3.879
T2406,2.505,2.959,3.128,3.505,3.879
T2407,2.49,2.959,3.128,3.505,3.879
T2408,2.482,2.959,3.128,3.505,3.879
T2409,2.494,2.959,3.128,3.505,3.879
T2410,2.501,2.959,3.128,3.505,3.879
T2411,2.509,2.959,3.128,3.505,3.879
T2412,2.533,2.959,3.128,3.505,3.879
T2413,2.537,2.959,3.128,3.505,3.879
T2414,2.574,2.959,3.128,3.505,3.879
T2415,2.541,2.959,3.128,3.505,3.879
T2416,2.595,2.959,3.128,3.505,3.879
T2417,2.578,2.959,3.128,3.505,3.879
T2418,2.541,2.959,3.128,3.505,3.879
T2419,2.505,2.959,3.128,3.505,3.879
T2420,2.486,2.959,3.128,3.505,3.879
T2421,2.455,2.959,3.128,3.505,3.879
T2422,2.433,2.959,3.128,3.505,3.879
T2423,2.397,2.959,3.128,3.505,3.879
T2424,2.365,2.959,3.128,3.505,3.879
T2425,2.358,2.959,3.128,3.505,3.879
T2426,2.4,2.959,3.128,3.505,3.879
T2427,2.361,2.959,3.128,3.505,3.879
T2428,2.34,2.959,3.128,3.505,3.879
T2429,2.267,2.959,3.128,3.505,3.879
T2430,2.307,2.959,3.128,3.505,3.879
T2431,2.404,2.959,3.128,3.505,3.879
T2432,2.426,2.959,3.128,3.505,3.879
T2433,2.448,2.959,3.128,3.505,3.879
T2434,2.498,2.959,3.128,3.505,3.879
T2435,2.533,2.959,3.128,3.505,3.879
T2436,2.557,2.959,3.128,3.505,3.879
T2437,2.566,2.959,3.128,3.505,3.879
T2438,2.57,2.959,3.128,3.505,3.879
T2439,2.578,2.959,3.128,3.505,3.879
T2440,2.553,2.959,3.128,3.505,3.879
T2441,2.545,2.959,3.128,3.505,3.879
T2442,2.525,2.959,3.128,3.505,3.879
T2443,2.501,2.959,3.128,3.505,3.879
T2444,2.521,2.959,3.128,3.505,3.879
T2445,2.525,2.959,3.128,3.505,3.879
T2446,2.501,2.959,3.128,3.505,3.879
T2447,2.486,2.959,3.128,3.505,3.879
T2448,2.494,2.959,3.128,3.505,3.879
T2449,2.498,2.959,3.128,3.505,3.879
T2450,2.509,2.959,3.128,3.505,3.879
T2451,2.498,2.959,3.128,3.505,3.879
T2452,2.486,2.959,3.128,3.505,3.879
T2453,2.471,2.959,3.128,3.505,3.879
T2454,2.474,2.959,3.128,3.505,3.879
T2455,2.474,2.959,3.128,3.505,3.879
T2456,2.501,2.959,3.128,3.505,3.879
T2457,2.529,2.959,3.128,3.505,3.879
T2458,2.541,2.959,3.128,3.505,3.879
T2459,2.537,2.959,3.128,3.505,3.879
T2460,2.562,2.959,3.128,3.505,3.879
T2461,2.578,2.959,3.128,3.505,3.879
T2462,2.616,2.959,3.128,3.505,3.879
T2463,2.62,2.959,3.128,3.505,3.879
T2464,2.629,2.959,3.128,3.505,3.879
T2465,2.625,2.959,3.128,3.505,3.879
T2466,2.599,2.959,3.128,3.505,3.879
T2467,2.562,2.959,3.128,3.505,3.879
T2468,2.541,2.959,3.128,3.505,3.879
T2469,2.517,2.959,3.128,3.505,3.879
T2470,2.498,2.959,3.128,3.505,3.879
T2471,2.486,2.959,3.128,3.505,3.879
T2472,2.486,2.959,3.128,3.505,3.879
T2473,2.463,2.959,3.128,3.505,3.879
T2474,2.44,2.959,3.128,3.505,3.879
T2475,2.404,2.959,3.128,3.505,3.879
T2476,2.393,2.959,3.128,3.505,3.879
T2477,2.411,2.959,3.128,3.505,3.879
T2478,2.415,2.959,3.128,3.505,3.879
T2479,2.448,2.959,3.128,3.505,3.879
T2480,2.459,2.959,3.128,3.505,3.879
T2481,2.433,2.959,3.128,3.505,3.879
T2482,2.448,2.959,3.128,3.505,3.879
T2483,2.486,2.959,3.128,3.505,3.879
T2484,2.505,2.959,3.128,3.505,3.879
T2485,2.557,2.959,3.128,3.505,3.879
T2486,2.586,2.959,3.128,3.505,3.879
T2487,2.562,2.959,3.128,3.505,3.879
T2488,2.557,2.959,3.128,3.505,3.879
T2489,2.562,2.959,3.128,3.505,3.879
T2490,2.549,2.959,3.128,3.505,3.879
T2491,2.533,2.959,3.128,3.505,3.879
T2492,2.549,2.959,3.128,3.505,3.879
T2493,2.562,2.959,3.128,3.505,3.879
T2494,2.562,2.959,3.128,3.505,3.879
T2495,2.562,2.959,3.128,3.505,3.879
T2496,2.549,2.959,3.128,3.505,3.879
T2497,2.541,2.959,3.128,3.505,3.879
T2498,2.521,2.959,3.128,3.505,3.879
T2499,2.521,2.959,3.128,3.505,3.879
T2500,2.521,2.959,3.128,3.505,3.879
T2501,2.513,2.959,3.128,3.505,3.879
T2502,2.521,2.959,3.128,3.505,3.879
T2503,2.533,2.959,3.128,3.505,3.879
T2504,2.553,2.959,3.128,3.505,3.879
T2505,2.582,2.959,3.128,3.505,3.879
T2506,2.638,2.959,3.128,3.505,3.879
T2507,2.695,2.959,3.128,3.505,3.879
T2508,2.718,2.959,3.128,3.505,3.879
T2509,2.728,2.959,3.128,3.505,3.879
T2510,2.742,2.986,3.158,3.539,3.917
T2511,2.705,2.986,3.158,3.539,3.917
T2512,2.691,2.986,3.158,3.539,3.917
T2513,2.682,2.986,3.158,3.539,3.917
T2514,2.66,2.986,3.158,3.539,3.917
T2515,2.629,2.986,3.158,3.539,3.917
T2516,2.616,2.986,3.158,3.539,3.917
T2517,2.616,2.986,3.158,3.539,3.917
T2518,2.595,2.986,3.158,3.539,3.917
T2519,2.599,2.986,3.158,3.539,3.917
T2520,2.603,2.986,3.158,3.539,3.917
T2521,2.59,2.986,3.158,3.539,3.917
T2522,2.582,2.986,3.158,3.539,3.917
T2523,2.57,2.986,3.158,3.539,3.917
T2524,2.561,2.986,3.158,3.539,3.917
T2525,2.549,2.986,3.158,3.539,3.917
T2526,2.545,2.986,3.158,3.539,3.917
T2527,2.541,2.986,3.158,3.539,3.917
T2528,2.537,2.986,3.158,3.539,3.917
T2529,2.533,2.986,3.158,3.539,3.917
T2530,2.545,2.986,3.158,3.539,3.917
T2531,2.545,2.986,3.158,3.539,3.917
T2532,2.561,2.986,3.158,3.539,3.917
T2533,2.612,2.986,3.158,3.539,3.917
T2534,2.642,2.986,3.158,3.539,3.917
T2535,2.668,2.986,3.158,3.539,3.917
T2536,2.7,2.986,3.158,3.539,3.917
T2537,2.728,2.986,3.158,3.539,3.917
T2538,2.737,2.986,3.158,3.539,3.917
T2539,2.686,2.986,3.158,3.539,3.917
T2540,2.616,2.986,3.158,3.539,3.917
T2541,2.533,2.986,3.158,3.539,3.917
T2542,2.505,2.986,3.158,3.539,3.917
T2543,2.505,2.986,3.158,3.539,3.917
T2544,2.466,2.986,3.158,3.539,3.917
T2545,2.451,2.986,3.158,3.539,3.917
T2546,2.444,2.986,3.158,3.539,3.917
T2547,2.414,2.986,3.158,3.539,3.917
T2548,2.44,2.986,3.158,3.539,3.917
T2549,2.389,2.986,3.158,3.539,3.917
T2550,2.378,2.986,3.158,3.539,3.917
T2551,2.455,2.986,3.158,3.539,3.917
T2552,2.466,2.986,3.158,3.539,3.917
T2553,2.478,2.986,3.158,3.539,3.917
T2554,2.517,2.986,3.158,3.539,3.917
T2555,2.578,2.986,3.158,3.539,3.917
T2556,2.633,2.986,3.158,3.539,3.917
T2557,2.682,2.986,3.158,3.539,3.917
T2558,2.723,2.986,3.158,3.539,3.917
T2559,2.718,2.986,3.158,3.539,3.917
T2560,2.633,2.986,3.158,3.539,3.917
T2561,2.612,2.986,3.158,3.539,3.917
T2562,2.595,2.986,3.158,3.539,3.917
T2563,2.525,2.986,3.158,3.539,3.917
T2564,2.482,2.986,3.158,3.539,3.917
T2565,2.474,2.986,3.158,3.539,3.917
T2566,2.466,2.986,3.158,3.539,3.917
T2567,2.474,2.986,3.158,3.539,3.917
T2568,2.455,2.986,3.158,3.539,3.917
T2569,2.466,2.986,3.158,3.539,3.917
T2570,2.47,2.986,3.158,3.539,3.917
T2571,2.425,2.986,3.158,3.539,3.917
T2572,2.44,2.986,3.158,3.539,3.917
T2573,2.444,2.986,3.158,3.539,3.917
T2574,2.436,2.986,3.158,3.539,3.917
T2575,2.448,2.986,3.158,3.539,3.917
T2576,2.49,2.986,3.158,3.539,3.917
T2577,2.533,2.986,3.158,3.539,3.917
T2578,2.586,2.986,3.158,3.539,3.917
T2579,2.642,2.986,3.158,3.539,3.917
T2580,2.691,2.986,3.158,3.539,3.917
T2581,2.732,2.986,3.158,3.539,3.917
T2582,2.765,2.986,3.158,3.539,3.917
T2583,2.799,2.986,3.158,3.539,3.917
T2584,2.751,2.986,3.158,3.539,3.917
T2585,2.686,2.986,3.158,3.539,3.917
T2586,2.625,2.986,3.158,3.539,3.917
T2587,2.549,2.986,3.158,3.539,3.917
T2588,2.517,2.986,3.158,3.539,3.917
T2589,2.517,2.986,3.158,3.539,3.917
T2590,2.533,2.986,3.158,3.539,3.917
T2591,2.501,2.986,3.158,3.539,3.917
T2592,2.493,2.986,3.158,3.539,3.917
T2593,2.513,2.986,3.158,3.539,3.917
T2594,2.529,2.986,3.158,3.539,3.917
T2595,2.525,2.986,3.158,3.539,3.917
T2596,2.513,2.986,3.158,3.539,3.917
T2597,2.505,2.986,3.158,3.539,3.917
T2598,2.501,2.986,3.158,3.539,3.917
T2599,2.482,2.986,3.158,3.539,3.917
T2600,2.505,2.986,3.158,3.539,3.917
T2601,2.549,2.986,3.158,3.539,3.917
T2602,2.599,2.986,3.158,3.539,3.917
T2603,2.664,2.986,3.158,3.539,3.917
T2604,2.732,2.986,3.158,3.539,3.917
T2605,2.746,2.986,3.158,3.539,3.917
T2606,2.761,2.986,3.158,3.539,3.917
T2607,2.79,2.986,3.158,3.539,3.917
T2608,2.799,2.986,3.158,3.539,3.917
T2609,2.799,2.986,3.158,3.539,3.917
T2610,2.751,2.986,3.158,3.539,3.917
T2611,2.695,2.986,3.158,3.539,3.917
T2612,2.633,2.986,3.158,3.539,3.917
T2613,2.607,2.986,3.158,3.539,3.917
T2614,2.582,2.986,3.158,3.539,3.917
T2615,2.553,2.986,3.158,3.539,3.917
T2616,2.521,2.986,3.158,3.539,3.917
T2617,2.501,2.986,3.158,3.539,3.917
T2618,2.47,2.986,3.158,3.539,3.917
T2619,2.455,2.986,3.158,3.539,3.917
T2620,2.448,2.986,3.158,3.539,3.917
T2621,2.448,2.986,3.158,3.539,3.917
T2622,2.455,2.986,3.158,3.539,3.917
T2623,2.482,2.986,3.158,3.539,3.917
T2624,2.537,2.986,3.158,3.539,3.917
T2625,2.595,2.986,3.158,3.539,3.917
T2626,2.695,2.986,3.158,3.539,3.917
T2627,2.79,2.986,3.158,3.539,3.917
T2628,2.86,2.986,3.158,3.539,3.917
T2629,2.875,2.986,3.158,3.539,3.917
T2630,2.901,2.986,3.158,3.539,3.917
T2631,2.912,2.986,3.158,3.539,3.917
T2632,2.896,2.986,3.158,3.539,3.917
T2633,2.849,2.986,3.158,3.539,3.917
T2634,2.809,2.986,3.158,3.539,3.917
T2635,2.742,2.986,3.158,3.539,3.917
T2636,2.705,2.986,3.158,3.539,3.917
T2637,2.664,2.986,3.158,3.539,3.917
T2638,2.642,2.986,3.158,3.539,3.917
T2639,2.59,2.986,3.158,3.539,3.917
T2640,2.578,2.986,3.158,3.539,3.917
T2641,2.549,2.986,3.158,3.539,3.917
T2642,2.517,2.986,3.158,3.539,3.917
T2643,2.49,2.986,3.158,3.539,3.917
T2644,2.448,2.986,3.158,3.539,3.917
T2645,2.448,2.986,3.158,3.539,3.917
T2646,2.47,2.986,3.158,3.539,3.917
T2647,2.521,2.986,3.158,3.539,3.917
T2648,2.553,2.986,3.158,3.539,3.917
T2649,2.599,2.986,3.158,3.539,3.917
T2650,2.691,2.986,3.158,3.539,3.917
T2651,2.809,2.986,3.158,3.539,3.917
T2652,2.875,2.986,3.158,3.539,3.917
T2653,2.896,2.986,3.158,3.539,3.917
T2654,2.901,2.986,3.158,3.539,3.917
T2655,2.917,2.986,3.158,3.539,3.917
T2656,2.885,2.986,3.158,3.539,3.917
T2657,2.844,2.986,3.158,3.539,3.917
T2658,2.775,2.986,3.158,3.539,3.917
T2659,2.723,2.986,3.158,3.539,3.917
T2660,2.673,2.986,3.158,3.539,3.917
T2661,2.646,2.986,3.158,3.539,3.917
T2662,2.62,2.986,3.158,3.539,3.917
T2663,2.595,2.986,3.158,3.539,3.917
T2664,2.549,2.986,3.158,3.539,3.917
T2665,2.509,2.986,3.158,3.539,3.917
T2666,2.455,2.986,3.158,3.539,3.917
T2667,2.422,2.986,3.158,3.539,3.917
T2668,2.433,2.986,3.158,3.539,3.917
T2669,2.418,2.986,3.158,3.539,3.917
T2670,2.459,2.986,3.158,3.539,3.917
T2671,2.525,2.986,3.158,3.539,3.917
T2672,2.59,2.986,3.158,3.539,3.917
T2673,2.677,2.986,3.158,3.539,3.917
T2674,2.746,2.986,3.158,3.539,3.917
T2675,2.799,2.986,3.158,3.539,3.917
T2676,2.834,2.986,3.158,3.539,3.917
T2677,2.865,2.986,3.158,3.539,3.917
T2678,2.875,2.986,3.158,3.539,3.917
T2679,2.87,2.986,3.158,3.539,3.917
T2680,2.87,2.986,3.158,3.539,3.917
T2681,2.839,2.986,3.158,3.539,3.917
T2682,2.79,2.986,3.158,3.539,3.917
T2683,2.748,2.986,3.158,3.539,3.917
T2684,2.707,2.986,3.158,3.539,3.917
T2685,2.667,2.986,3.158,3.539,3.917
T2686,2.629,2.986,3.158,3.539,3.917
T2687,2.607,2.986,3.158,3.539,3.917
T2688,2.603,2.986,3.158,3.539,3.917
T2689,2.603,2.986,3.158,3.539,3.917
T2690,2.616,2.986,3.158,3.539,3.917
T2691,2.633,2.986,3.158,3.539,3.917
T2692,2.66,2.986,3.158,3.539,3.917
T2693,2.62,2.986,3.158,3.539,3.917
T2694,2.616,2.986,3.158,3.539,3.917
T2695,2.616,2.986,3.158,3.539,3.917
T2696,2.633,2.986,3.158,3.539,3.917
T2697,2.642,2.986,3.158,3.539,3.917
T2698,2.646,2.986,3.158,3.539,3.917
T2699,2.66,2.986,3.158,3.539,3.917
T2700,2.642,2.986,3.158,3.539,3.917
T2701,2.646,2.986,3.158,3.539,3.917
T2702,2.668,2.986,3.158,3.539,3.917
T2703,2.7,2.986,3.158,3.539,3.917
T2704,2.751,2.986,3.158,3.539,3.917
T2705,2.765,2.986,3.158,3.539,3.917
T2706,2.742,2.986,3.158,3.539,3.917
T2707,2.664,2.986,3.158,3.539,3.917
T2708,2.616,2.986,3.158,3.539,3.917
T2709,2.561,2.986,3.158,3.539,3.917
T2710,2.533,2.986,3.158,3.539,3.917
T2711,2.545,2.986,3.158,3.539,3.917
T2712,2.537,2.986,3.158,3.539,3.917
T2713,2.533,2.986,3.158,3.539,3.917
T2714,2.545,2.986,3.158,3.539,3.917
T2715,2.541,2.986,3.158,3.539,3.917
T2716,2.557,2.986,3.158,3.539,3.917
T2717,2.561,2.986,3.158,3.539,3.917
T2718,2.566,2.986,3.158,3.539,3.917
T2719,2.582,2.986,3.158,3.539,3.917
T2720,2.595,2.986,3.158,3.539,3.917
T2721,2.586,2.986,3.158,3.539,3.917
T2722,2.582,2.986,3.158,3.539,3.917
T2723,2.616,2.986,3.158,3.539,3.917
T2724,2.633,2.986,3.158,3.539,3.917
T2725,2.677,2.986,3.158,3.539,3.917
T2726,2.705,2.986,3.158,3.539,3.917
T2727,2.728,2.986,3.158,3.539,3.917
T2728,2.728,2.986,3.158,3.539,3.917
T2729,2.732,2.986,3.158,3.539,3.917
T2730,2.686,2.986,3.158,3.539,3.917
T2731,2.625,2.986,3.158,3.539,3.917
T2732,2.612,2.986,3.158,3.539,3.917
T2733,2.586,2.986,3.158,3.539,3.917
T2734,2.57,2.986,3.158,3.539,3.917
T2735,2.57,2.986,3.158,3.539,3.917
T2736,2.549,2.986,3.158,3.539,3.917
T2737,2.541,2.986,3.158,3.539,3.917
T2738,2.537,2.986,3.158,3.539,3.917
T2739,2.509,2.986,3.158,3.539,3.917
T2740,2.493,2.986,3.158,3.539,3.917
T2741,2.49,2.986,3.158,3.539,3.917
T2742,2.493,2.986,3.158,3.539,3.917
T2743,2.493,2.986,3.158,3.539,3.917
T2744,2.49,2.986,3.158,3.539,3.917
T2745,2.493,2.986,3.158,3.539,3.917
T2746,2.505,2.986,3.158,3.539,3.917
T2747,2.517,2.986,3.158,3.539,3.917
T2748,2.553,2.986,3.158,3.539,3.917
T2749,2.557,2.986,3.158,3.539,3.917
T2750,2.557,2.986,3.158,3.539,3.917
T2751,2.574,2.986,3.158,3.539,3.917
T2752,2.574,2.986,3.158,3.539,3.917
T2753,2.57,2.986,3.158,3.539,3.917
T2754,2.517,2.986,3.158,3.539,3.917
T2755,2.513,2.986,3.158,3.539,3.917
T2756,2.517,2.986,3.158,3.539,3.917
T2757,2.509,2.986,3.158,3.539,3.917
T2758,2.482,2.986,3.158,3.539,3.917
T2759,2.463,2.986,3.158,3.539,3.917
T2760,2.451,2.986,3.158,3.539,3.917
T2761,2.466,2.986,3.158,3.539,3.917
T2762,2.463,2.986,3.158,3.539,3.917
T2763,2.451,2.986,3.158,3.539,3.917
T2764,2.433,2.986,3.158,3.539,3.917
T2765,2.425,2.986,3.158,3.539,3.917
T2766,2.444,2.986,3.158,3.539,3.917
T2767,2.459,2.986,3.158,3.539,3.917
T2768,2.47,2.986,3.158,3.539,3.917
T2769,2.501,2.986,3.158,3.539,3.917
T2770,2.525,2.986,3.158,3.539,3.917
