timestep,HP_ambient,HP_industry,HR_small,HR_medium,HR_large
T6821,2.734,3.104,3.291,3.687,4.08
T6822,2.729,3.104,3.291,3.687,4.08
T6823,2.743,3.104,3.291,3.687,4.08
T6824,2.758,3.104,3.291,3.687,4.08
T6825,2.802,3.104,3.291,3.687,4.08
T6826,2.847,3.104,3.291,3.687,4.08
T6827,2.873,3.104,3.291,3.687,4.08
T6828,2.873,3.104,3.291,3.687,4.08
T6829,2.883,3.104,3.291,3.687,4.08
T6830,2.904,3.104,3.291,3.687,4.08
T6831,2.899,3.104,3.291,3.687,4.08
T6832,2.873,3.104,3.291,3.687,4.08
T6833,2.837,3.104,3.291,3.687,4.08
T6834,2.777,3.104,3.291,3.687,4.08
T6835,2.729,3.104,3.291,3.687,4.08
T6836,2.706,3.104,3.291,3.687,4.08
T6837,2.665,3.104,3.291,3.687,4.08
T6838,2.63,3.104,3.291,3.687,4.08
T6839,2.591,3.104,3.291,3.687,4.08
T6840,2.521,3.104,3.291,3.687,4.08
T6841,2.501,3.104,3.291,3.687,4.08
T6842,2.521,3.104,3.291,3.687,4.08
T6843,2.574,3.104,3.291,3.687,4.08
T6844,2.613,3.104,3.291,3.687,4.08
T6845,2.661,3.104,3.291,3.687,4.08
T6846,2.753,3.104,3.291,3.687,4.08
T6847,2.802,3.104,3.291,3.687,4.08
T6848,2.816,3.104,3.291,3.687,4.08
T6849,2.802,3.104,3.291,3.687,4.08
T6850,2.832,3.104,3.291,3.687,4.08
T6851,2.873,3.104,3.291,3.687,4.08
T6852,2.909,3.104,3.291,3.687,4.08
T6853,2.931,3.104,3.291,3.687,4.08
T6854,2.947,3.104,3.291,3.687,4.08
T6855,2.98,3.104,3.291,3.687,4.08
T6856,2.969,3.104,3.291,3.687,4.08
T6857,3.026,3.104,3.291,3.687,4.08
T6858,3.115,3.104,3.291,3.687,4.08
T6859,3.121,3.104,3.291,3.687,4.08
T6860,3.097,3.104,3.291,3.687,4.08
T6861,3.109,3.104,3.291,3.687,4.08
T6862,3.067,3.104,3.291,3.687,4.08
T6863,3.003,3.104,3.291,3.687,4.08
T6864,2.98,3.104,3.291,3.687,4.08
T6865,2.942,3.104,3.291,3.687,4.08
T6866,2.915,3.104,3.291,3.687,4.08
T6867,2.857,3.104,3.291,3.687,4.08
T6868,2.816,3.104,3.291,3.687,4.08
T6869,2.763,3.104,3.291,3.687,4.08
T6870,2.743,3.104,3.291,3.687,4.08
T6871,2.739,3.104,3.291,3.687,4.08
T6872,2.743,3.104,3.291,3.687,4.08
T6873,2.767,3.104,3.291,3.687,4.08
T6874,2.802,3.104,3.291,3.687,4.08
T6875,2.827,3.104,3.291,3.687,4.08
T6876,2.847,3.104,3.291,3.687,4.08
T6877,2.842,3.104,3.291,3.687,4.08
T6878,2.837,3.104,3.291,3.687,4.08
T6879,2.802,3.104,3.291,3.687,4.08
T6880,2.782,3.104,3.291,3.687,4.08
T6881,2.763,3.104,3.291,3.687,4.08
T6882,2.72,3.104,3.291,3.687,4.08
T6883,2.697,3.104,3.291,3.687,4.08
T6884,2.683,3.104,3.291,3.687,4.08
T6885,2.674,3.104,3.291,3.687,4.08
T6886,2.67,3.104,3.291,3.687,4.08
T6887,2.665,3.104,3.291,3.687,4.08
T6888,2.661,3.104,3.291,3.687,4.08
T6889,2.652,3.104,3.291,3.687,4.08
T6890,2.63,3.074,3.257,3.65,4.039
T6891,2.63,3.074,3.257,3.65,4.039
T6892,2.621,3.074,3.257,3.65,4.039
T6893,2.613,3.074,3.257,3.65,4.039
T6894,2.608,3.074,3.257,3.65,4.039
T6895,2.604,3.074,3.257,3.65,4.039
T6896,2.617,3.074,3.257,3.65,4.039
T6897,2.63,3.074,3.257,3.65,4.039
T6898,2.67,3.074,3.257,3.65,4.039
T6899,2.697,3.074,3.257,3.65,4.039
T6900,2.697,3.074,3.257,3.65,4.039
T6901,2.674,3.074,3.257,3.65,4.039
T6902,2.715,3.074,3.257,3.65,4.039
T6903,2.792,3.074,3.257,3.65,4.039
T6904,2.767,3.074,3.257,3.65,4.039
T6905,2.748,3.074,3.257,3.65,4.039
T6906,2.701,3.074,3.257,3.65,4.039
T6907,2.674,3.074,3.257,3.65,4.039
T6908,2.679,3.074,3.257,3.65,4.039
T6909,2.652,3.074,3.257,3.65,4.039
T6910,2.63,3.074,3.257,3.65,4.039
T6911,2.621,3.074,3.257,3.65,4.039
T6912,2.617,3.074,3.257,3.65,4.039
T6913,2.604,3.074,3.257,3.65,4.039
T6914,2.583,3.074,3.257,3.65,4.039
T6915,2.546,3.074,3.257,3.65,4.039
T6916,2.526,3.074,3.257,3.65,4.039
T6917,2.566,3.074,3.257,3.65,4.039
T6918,2.57,3.074,3.257,3.65,4.039
T6919,2.562,3.074,3.257,3.65,4.039
T6920,2.562,3.074,3.257,3.65,4.039
T6921,2.608,3.074,3.257,3.65,4.039
T6922,2.656,3.074,3.257,3.65,4.039
T6923,2.692,3.074,3.257,3.65,4.039
T6924,2.715,3.074,3.257,3.65,4.039
T6925,2.722,3.074,3.257,3.65,4.039
T6926,2.729,3.074,3.257,3.65,4.039
T6927,2.725,3.074,3.257,3.65,4.039
T6928,2.72,3.074,3.257,3.65,4.039
T6929,2.679,3.074,3.257,3.65,4.039
T6930,2.621,3.074,3.257,3.65,4.039
T6931,2.575,3.074,3.257,3.65,4.039
T6932,2.514,3.074,3.257,3.65,4.039
T6933,2.518,3.074,3.257,3.65,4.039
T6934,2.471,3.074,3.257,3.65,4.039
T6935,2.471,3.074,3.257,3.65,4.039
T6936,2.411,3.074,3.257,3.65,4.039
T6937,2.414,3.074,3.257,3.65,4.039
T6938,2.396,3.074,3.257,3.65,4.039
T6939,2.429,3.074,3.257,3.65,4.039
T6940,2.455,3.074,3.257,3.65,4.039
T6941,2.486,3.074,3.257,3.65,4.039
T6942,2.498,3.074,3.257,3.65,4.039
T6943,2.518,3.074,3.257,3.65,4.039
T6944,2.575,3.074,3.257,3.65,4.039
T6945,2.63,3.074,3.257,3.65,4.039
T6946,2.679,3.074,3.257,3.65,4.039
T6947,2.734,3.074,3.257,3.65,4.039
T6948,2.767,3.074,3.257,3.65,4.039
T6949,2.787,3.074,3.257,3.65,4.039
T6950,2.772,3.074,3.257,3.65,4.039
T6951,2.777,3.074,3.257,3.65,4.039
T6952,2.796,3.074,3.257,3.65,4.039
T6953,2.758,3.074,3.257,3.65,4.039
T6954,2.683,3.074,3.257,3.65,4.039
T6955,2.674,3.074,3.257,3.65,4.039
T6956,2.67,3.074,3.257,3.65,4.039
T6957,2.621,3.074,3.257,3.65,4.039
T6958,2.604,3.074,3.257,3.65,4.039
T6959,2.583,3.074,3.257,3.65,4.039
T6960,2.579,3.074,3.257,3.65,4.039
T6961,2.591,3.074,3.257,3.65,4.039
T6962,2.626,3.074,3.257,3.65,4.039
T6963,2.63,3.074,3.257,3.65,4.039
T6964,2.626,3.074,3.257,3.65,4.039
T6965,2.608,3.074,3.257,3.65,4.039
T6966,2.591,3.074,3.257,3.65,4.039
T6967,2.562,3.074,3.257,3.65,4.039
T6968,2.596,3.074,3.257,3.65,4.039
T6969,2.656,3.074,3.257,3.65,4.039
T6970,2.72,3.074,3.257,3.65,4.039
T6971,2.777,3.074,3.257,3.65,4.039
T6972,2.811,3.074,3.257,3.65,4.039
T6973,2.816,3.074,3.257,3.65,4.039
T6974,2.831,3.074,3.257,3.65,4.039
T6975,2.821,3.074,3.257,3.65,4.039
T6976,2.796,3.074,3.257,3.65,4.039
T6977,2.767,3.074,3.257,3.65,4.039
T6978,2.706,3.074,3.257,3.65,4.039
T6979,2.688,3.074,3.257,3.65,4.039
T6980,2.688,3.074,3.257,3.65,4.039
T6981,2.639,3.074,3.257,3.65,4.039
T6982,2.613,3.074,3.257,3.65,4.039
T6983,2.587,3.074,3.257,3.65,4.039
T6984,2.587,3.074,3.257,3.65,4.039
T6985,2.575,3.074,3.257,3.65,4.039
T6986,2.566,3.074,3.257,3.65,4.039
T6987,2.562,3.074,3.257,3.65,4.039
T6988,2.562,3.074,3.257,3.65,4.039
T6989,2.558,3.074,3.257,3.65,4.039
T6990,2.558,3.074,3.257,3.65,4.039
T6991,2.57,3.074,3.257,3.65,4.039
T6992,2.575,3.074,3.257,3.65,4.039
T6993,2.591,3.074,3.257,3.65,4.039
T6994,2.596,3.074,3.257,3.65,4.039
T6995,2.583,3.074,3.257,3.65,4.039
T6996,2.558,3.074,3.257,3.65,4.039
T6997,2.562,3.074,3.257,3.65,4.039
T6998,2.558,3.074,3.257,3.65,4.039
T6999,2.562,3.074,3.257,3.65,4.039
T7000,2.554,3.074,3.257,3.65,4.039
T7001,2.55,3.074,3.257,3.65,4.039
T7002,2.542,3.074,3.257,3.65,4.039
T7003,2.538,3.074,3.257,3.65,4.039
T7004,2.526,3.074,3.257,3.65,4.039
T7005,2.506,3.074,3.257,3.65,4.039
T7006,2.49,3.074,3.257,3.65,4.039
T7007,2.49,3.074,3.257,3.65,4.039
T7008,2.49,3.074,3.257,3.65,4.039
T7009,2.49,3.074,3.257,3.65,4.039
T7010,2.478,3.074,3.257,3.65,4.039
T7011,2.478,3.074,3.257,3.65,4.039
T7012,2.486,3.074,3.257,3.65,4.039
T7013,2.482,3.074,3.257,3.65,4.039
T7014,2.478,3.074,3.257,3.65,4.039
T7015,2.467,3.074,3.257,3.65,4.039
T7016,2.471,3.074,3.257,3.65,4.039
T7017,2.482,3.074,3.257,3.65,4.039
T7018,2.506,3.074,3.257,3.65,4.039
T7019,2.522,3.074,3.257,3.65,4.039
T7020,2.542,3.074,3.257,3.65,4.039
T7021,2.562,3.074,3.257,3.65,4.039
T7022,2.546,3.074,3.257,3.65,4.039
T7023,2.542,3.074,3.257,3.65,4.039
T7024,2.538,3.074,3.257,3.65,4.039
T7025,2.534,3.074,3.257,3.65,4.039
T7026,2.538,3.074,3.257,3.65,4.039
T7027,2.542,3.074,3.257,3.65,4.039
T7028,2.518,3.074,3.257,3.65,4.039
T7029,2.506,3.074,3.257,3.65,4.039
T7030,2.502,3.074,3.257,3.65,4.039
T7031,2.506,3.074,3.257,3.65,4.039
T7032,2.514,3.074,3.257,3.65,4.039
T7033,2.518,3.074,3.257,3.65,4.039
T7034,2.538,3.074,3.257,3.65,4.039
T7035,2.558,3.074,3.257,3.65,4.039
T7036,2.587,3.074,3.257,3.65,4.039
T7037,2.613,3.074,3.257,3.65,4.039
T7038,2.613,3.074,3.257,3.65,4.039
T7039,2.617,3.074,3.257,3.65,4.039
T7040,2.617,3.074,3.257,3.65,4.039
T7041,2.608,3.074,3.257,3.65,4.039
T7042,2.608,3.074,3.257,3.65,4.039
T7043,2.626,3.074,3.257,3.65,4.039
T7044,2.634,3.074,3.257,3.65,4.039
T7045,2.639,3.074,3.257,3.65,4.039
T7046,2.647,3.074,3.257,3.65,4.039
T7047,2.652,3.074,3.257,3.65,4.039
T7048,2.656,3.074,3.257,3.65,4.039
T7049,2.647,3.074,3.257,3.65,4.039
T7050,2.647,3.074,3.257,3.65,4.039
T7051,2.652,3.074,3.257,3.65,4.039
T7052,2.647,3.074,3.257,3.65,4.039
T7053,2.643,3.074,3.257,3.65,4.039
T7054,2.643,3.074,3.257,3.65,4.039
T7055,2.652,3.074,3.257,3.65,4.039
T7056,2.67,3.074,3.257,3.65,4.039
T7057,2.683,3.074,3.257,3.65,4.039
T7058,2.701,3.074,3.257,3.65,4.039
T7059,2.711,3.074,3.257,3.65,4.039
T7060,2.715,3.074,3.257,3.65,4.039
T7061,2.706,3.074,3.257,3.65,4.039
T7062,2.692,3.074,3.257,3.65,4.039
T7063,2.679,3.074,3.257,3.65,4.039
T7064,2.67,3.074,3.257,3.65,4.039
T7065,2.674,3.074,3.257,3.65,4.039
T7066,2.697,3.074,3.257,3.65,4.039
T7067,2.753,3.074,3.257,3.65,4.039
T7068,2.806,3.074,3.257,3.65,4.039
T7069,2.826,3.074,3.257,3.65,4.039
T7070,2.821,3.074,3.257,3.65,4.039
T7071,2.801,3.074,3.257,3.65,4.039
T7072,2.787,3.074,3.257,3.65,4.039
T7073,2.792,3.074,3.257,3.65,4.039
T7074,2.772,3.074,3.257,3.65,4.039
T7075,2.748,3.074,3.257,3.65,4.039
T7076,2.743,3.074,3.257,3.65,4.039
T7077,2.748,3.074,3.257,3.65,4.039
T7078,2.739,3.074,3.257,3.65,4.039
T7079,2.734,3.074,3.257,3.65,4.039
T7080,2.729,3.074,3.257,3.65,4.039
T7081,2.729,3.074,3.257,3.65,4.039
T7082,2.706,3.074,3.257,3.65,4.039
T7083,2.674,3.074,3.257,3.65,4.039
T7084,2.643,3.074,3.257,3.65,4.039
T7085,2.643,3.074,3.257,3.65,4.039
T7086,2.643,3.074,3.257,3.65,4.039
T7087,2.656,3.074,3.257,3.65,4.039
T7088,2.683,3.074,3.257,3.65,4.039
T7089,2.692,3.074,3.257,3.65,4.039
T7090,2.734,3.074,3.257,3.65,4.039
T7091,2.743,3.074,3.257,3.65,4.039
T7092,2.787,3.074,3.257,3.65,4.039
T7093,2.792,3.074,3.257,3.65,4.039
T7094,2.777,3.074,3.257,3.65,4.039
T7095,2.796,3.074,3.257,3.65,4.039
T7096,2.787,3.074,3.257,3.65,4.039
T7097,2.748,3.074,3.257,3.65,4.039
T7098,2.679,3.074,3.257,3.65,4.039
T7099,2.679,3.074,3.257,3.65,4.039
T7100,2.688,3.074,3.257,3.65,4.039
T7101,2.639,3.074,3.257,3.65,4.039
T7102,2.608,3.074,3.257,3.65,4.039
T7103,2.591,3.074,3.257,3.65,4.039
T7104,2.55,3.074,3.257,3.65,4.039
T7105,2.542,3.074,3.257,3.65,4.039
T7106,2.498,3.074,3.257,3.65,4.039
T7107,2.498,3.074,3.257,3.65,4.039
T7108,2.542,3.074,3.257,3.65,4.039
T7109,2.617,3.074,3.257,3.65,4.039
T7110,2.639,3.074,3.257,3.65,4.039
T7111,2.652,3.074,3.257,3.65,4.039
T7112,2.656,3.074,3.257,3.65,4.039
T7113,2.67,3.074,3.257,3.65,4.039
T7114,2.665,3.074,3.257,3.65,4.039
T7115,2.701,3.074,3.257,3.65,4.039
T7116,2.748,3.074,3.257,3.65,4.039
T7117,2.767,3.074,3.257,3.65,4.039
T7118,2.753,3.074,3.257,3.65,4.039
T7119,2.743,3.074,3.257,3.65,4.039
T7120,2.725,3.074,3.257,3.65,4.039
T7121,2.701,3.074,3.257,3.65,4.039
T7122,2.683,3.074,3.257,3.65,4.039
T7123,2.665,3.074,3.257,3.65,4.039
T7124,2.665,3.074,3.257,3.65,4.039
T7125,2.652,3.074,3.257,3.65,4.039
T7126,2.643,3.074,3.257,3.65,4.039
T7127,2.634,3.074,3.257,3.65,4.039
T7128,2.634,3.074,3.257,3.65,4.039
T7129,2.63,3.074,3.257,3.65,4.039
T7130,2.634,3.074,3.257,3.65,4.039
T7131,2.643,3.074,3.257,3.65,4.039
T7132,2.652,3.074,3.257,3.65,4.039
T7133,2.652,3.074,3.257,3.65,4.039
T7134,2.647,3.074,3.257,3.65,4.039
T7135,2.656,3.074,3.257,3.65,4.039
T7136,2.661,3.074,3.257,3.65,4.039
T7137,2.661,3.074,3.257,3.65,4.039
T7138,2.661,3.074,3.257,3.65,4.039
T7139,2.679,3.074,3.257,3.65,4.039
T7140,2.674,3.074,3.257,3.65,4.039
T7141,2.679,3.074,3.257,3.65,4.039
T7142,2.674,3.074,3.257,3.65,4.039
T7143,2.67,3.074,3.257,3.65,4.039
T7144,2.665,3.074,3.257,3.65,4.039
T7145,2.652,3.074,3.257,3.65,4.039
T7146,2.643,3.074,3.257,3.65,4.039
T7147,2.634,3.074,3.257,3.65,4.039
T7148,2.63,3.074,3.257,3.65,4.039
T7149,2.617,3.074,3.257,3.65,4.039
T7150,2.617,3.074,3.257,3.65,4.039
T7151,2.608,3.074,3.257,3.65,4.039
T7152,2.604,3.074,3.257,3.65,4.039
T7153,2.6,3.074,3.257,3.65,4.039
T7154,2.596,3.074,3.257,3.65,4.039
T7155,2.596,3.074,3.257,3.65,4.039
T7156,2.596,3.074,3.257,3.65,4.039
T7157,2.587,3.074,3.257,3.65,4.039
T7158,2.583,3.074,3.257,3.65,4.039
T7159,2.583,3.074,3.257,3.65,4.039
T7160,2.587,3.074,3.257,3.65,4.039
T7161,2.583,3.074,3.257,3.65,4.039
T7162,2.583,3.074,3.257,3.65,4.039
T7163,2.587,3.074,3.257,3.65,4.039
T7164,2.591,3.074,3.257,3.65,4.039
T7165,2.596,3.074,3.257,3.65,4.039
T7166,2.591,3.074,3.257,3.65,4.039
T7167,2.579,3.074,3.257,3.65,4.039
T7168,2.575,3.074,3.257,3.65,4.039
T7169,2.57,3.074,3.257,3.65,4.039
T7170,2.566,3.074,3.257,3.65,4.039
T7171,2.566,3.074,3.257,3.65,4.039
T7172,2.558,3.074,3.257,3.65,4.039
T7173,2.558,3.074,3.257,3.65,4.039
T7174,2.554,3.074,3.257,3.65,4.039
T7175,2.538,3.045,3.224,3.613,3.998
T7176,2.534,3.045,3.224,3.613,3.998
T7177,2.526,3.045,3.224,3.613,3.998
T7178,2.518,3.045,3.224,3.613,3.998
T7179,2.514,3.045,3.224,3.613,3.998
T7180,2.506,3.045,3.224,3.613,3.998
T7181,2.506,3.045,3.224,3.613,3.998
T7182,2.506,3.045,3.224,3.613,3.998
T7183,2.506,3.045,3.224,3.613,3.998
T7184,2.514,3.045,3.224,3.613,3.998
T7185,2.522,3.045,3.224,3.613,3.998
T7186,2.53,3.045,3.224,3.613,3.998
T7187,2.542,3.045,3.224,3.613,3.998
T7188,2.546,3.045,3.224,3.613,3.998
T7189,2.542,3.045,3.224,3.613,3.998
T7190,2.546,3.045,3.224,3.613,3.998
T7191,2.538,3.045,3.224,3.613,3.998
T7192,2.534,3.045,3.224,3.613,3.998
T7193,2.518,3.045,3.224,3.613,3.998
T7194,2.506,3.045,3.224,3.613,3.998
T7195,2.498,3.045,3.224,3.613,3.998
T7196,2.49,3.045,3.224,3.613,3.998
T7197,2.494,3.045,3.224,3.613,3.998
T7198,2.49,3.045,3.224,3.613,3.998
T7199,2.49,3.045,3.224,3.613,3.998
T7200,2.49,3.045,3.224,3.613,3.998
T7201,2.49,3.045,3.224,3.613,3.998
T7202,2.49,3.045,3.224,3.613,3.998
T7203,2.49,3.045,3.224,3.613,3.998
T7204,2.486,3.045,3.224,3.613,3.998
T7205,2.482,3.045,3.224,3.613,3.998
T7206,2.482,3.045,3.224,3.613,3.998
T7207,2.479,3.045,3.224,3.613,3.998
T7208,2.486,3.045,3.224,3.613,3.998
T7209,2.502,3.045,3.224,3.613,3.998
T7210,2.518,3.045,3.224,3.613,3.998
T7211,2.53,3.045,3.224,3.613,3.998
T7212,2.542,3.045,3.224,3.613,3.998
T7213,2.554,3.045,3.224,3.613,3.998
T7214,2.546,3.045,3.224,3.613,3.998
T7215,2.55,3.045,3.224,3.613,3.998
T7216,2.554,3.045,3.224,3.613,3.998
T7217,2.558,3.045,3.224,3.613,3.998
T7218,2.558,3.045,3.224,3.613,3.998
T7219,2.562,3.045,3.224,3.613,3.998
T7220,2.562,3.045,3.224,3.613,3.998
T7221,2.566,3.045,3.224,3.613,3.998
T7222,2.575,3.045,3.224,3.613,3.998
T7223,2.575,3.045,3.224,3.613,3.998
T7224,2.579,3.045,3.224,3.613,3.998
T7225,2.583,3.045,3.224,3.613,3.998
T7226,2.583,3.045,3.224,3.613,3.998
T7227,2.587,3.045,3.224,3.613,3.998
T7228,2.604,3.045,3.224,3.613,3.998
T7229,2.613,3.045,3.224,3.613,3.998
T7230,2.587,3.045,3.224,3.613,3.998
T7231,2.596,3.045,3.224,3.613,3.998
T7232,2.613,3.045,3.224,3.613,3.998
T7233,2.626,3.045,3.224,3.613,3.998
T7234,2.634,3.045,3.224,3.613,3.998
T7235,2.648,3.045,3.224,3.613,3.998
T7236,2.652,3.045,3.224,3.613,3.998
T7237,2.688,3.045,3.224,3.613,3.998
T7238,2.743,3.045,3.224,3.613,3.998
T7239,2.753,3.045,3.224,3.613,3.998
T7240,2.772,3.045,3.224,3.613,3.998
T7241,2.734,3.045,3.224,3.613,3.998
T7242,2.734,3.045,3.224,3.613,3.998
T7243,2.706,3.045,3.224,3.613,3.998
T7244,2.706,3.045,3.224,3.613,3.998
T7245,2.715,3.045,3.224,3.613,3.998
T7246,2.72,3.045,3.224,3.613,3.998
T7247,2.725,3.045,3.224,3.613,3.998
T7248,2.697,3.045,3.224,3.613,3.998
T7249,2.692,3.045,3.224,3.613,3.998
T7250,2.674,3.045,3.224,3.613,3.998
T7251,2.67,3.045,3.224,3.613,3.998
T7252,2.674,3.045,3.224,3.613,3.998
T7253,2.679,3.045,3.224,3.613,3.998
T7254,2.688,3.045,3.224,3.613,3.998
T7255,2.697,3.045,3.224,3.613,3.998
T7256,2.706,3.045,3.224,3.613,3.998
T7257,2.715,3.045,3.224,3.613,3.998
T7258,2.725,3.045,3.224,3.613,3.998
T7259,2.748,3.045,3.224,3.613,3.998
T7260,2.787,3.045,3.224,3.613,3.998
T7261,2.806,3.045,3.224,3.613,3.998
T7262,2.816,3.045,3.224,3.613,3.998
T7263,2.811,3.045,3.224,3.613,3.998
T7264,2.758,3.045,3.224,3.613,3.998
T7265,2.715,3.045,3.224,3.613,3.998
T7266,2.711,3.045,3.224,3.613,3.998
T7267,2.706,3.045,3.224,3.613,3.998
T7268,2.697,3.045,3.224,3.613,3.998
T7269,2.706,3.045,3.224,3.613,3.998
T7270,2.706,3.045,3.224,3.613,3.998
T7271,2.688,3.045,3.224,3.613,3.998
T7272,2.679,3.045,3.224,3.613,3.998
T7273,2.661,3.045,3.224,3.613,3.998
T7274,2.661,3.045,3.224,3.613,3.998
T7275,2.665,3.045,3.224,3.613,3.998
T7276,2.652,3.045,3.224,3.613,3.998
T7277,2.661,3.045,3.224,3.613,3.998
T7278,2.661,3.045,3.224,3.613,3.998
T7279,2.661,3.045,3.224,3.613,3.998
T7280,2.652,3.045,3.224,3.613,3.998
T7281,2.652,3.045,3.224,3.613,3.998
T7282,2.656,3.045,3.224,3.613,3.998
T7283,2.661,3.045,3.224,3.613,3.998
T7284,2.652,3.045,3.224,3.613,3.998
T7285,2.63,3.045,3.224,3.613,3.998
T7286,2.621,3.045,3.224,3.613,3.998
T7287,2.579,3.045,3.224,3.613,3.998
T7288,2.522,3.045,3.224,3.613,3.998
T7289,2.506,3.045,3.224,3.613,3.998
T7290,2.498,3.045,3.224,3.613,3.998
T7291,2.498,3.045,3.224,3.613,3.998
T7292,2.498,3.045,3.224,3.613,3.998
T7293,2.498,3.045,3.224,3.613,3.998
T7294,2.498,3.045,3.224,3.613,3.998
T7295,2.479,3.045,3.224,3.613,3.998
T7296,2.456,3.045,3.224,3.613,3.998
T7297,2.437,3.045,3.224,3.613,3.998
T7298,2.422,3.045,3.224,3.613,3.998
T7299,2.422,3.045,3.224,3.613,3.998
T7300,2.407,3.045,3.224,3.613,3.998
T7301,2.4,3.045,3.224,3.613,3.998
T7302,2.386,3.045,3.224,3.613,3.998
T7303,2.371,3.045,3.224,3.613,3.998
T7304,2.361,3.045,3.224,3.613,3.998
T7305,2.407,3.045,3.224,3.613,3.998
T7306,2.456,3.045,3.224,3.613,3.998
T7307,2.498,3.045,3.224,3.613,3.998
T7308,2.514,3.045,3.224,3.613,3.998
T7309,2.51,3.045,3.224,3.613,3.998
T7310,2.522,3.045,3.224,3.613,3.998
T7311,2.526,3.045,3.224,3.613,3.998
T7312,2.538,3.045,3.224,3.613,3.998
T7313,2.55,3.045,3.224,3.613,3.998
T7314,2.541,3.014,3.19,3.574,3.956
T7315,2.545,3.014,3.19,3.574,3.956
T7316,2.582,3.014,3.19,3.574,3.956
T7317,2.603,3.014,3.19,3.574,3.956
T7318,2.624,3.014,3.19,3.574,3.956
T7319,2.637,3.014,3.19,3.574,3.956
T7320,2.646,3.014,3.19,3.574,3.956
T7321,2.655,3.014,3.19,3.574,3.956
T7322,2.651,3.014,3.19,3.574,3.956
T7323,2.646,3.014,3.19,3.574,3.956
T7324,2.646,3.014,3.19,3.574,3.956
T7325,2.651,3.014,3.19,3.574,3.956
T7326,2.646,3.014,3.19,3.574,3.956
T7327,2.651,3.014,3.19,3.574,3.956
T7328,2.651,3.014,3.19,3.574,3.956
T7329,2.659,3.014,3.19,3.574,3.956
T7330,2.673,3.014,3.19,3.574,3.956
T7331,2.677,3.014,3.19,3.574,3.956
T7332,2.677,3.014,3.19,3.574,3.956
T7333,2.673,3.014,3.19,3.574,3.956
T7334,2.677,3.014,3.19,3.574,3.956
T7335,2.682,3.014,3.19,3.574,3.956
T7336,2.695,3.014,3.19,3.574,3.956
T7337,2.7,3.014,3.19,3.574,3.956
T7338,2.714,3.014,3.19,3.574,3.956
T7339,2.695,3.014,3.19,3.574,3.956
T7340,2.682,3.014,3.19,3.574,3.956
T7341,2.677,3.014,3.19,3.574,3.956
T7342,2.668,3.014,3.19,3.574,3.956
T7343,2.659,3.014,3.19,3.574,3.956
T7344,2.659,3.014,3.19,3.574,3.956
T7345,2.655,3.014,3.19,3.574,3.956
T7346,2.664,3.014,3.19,3.574,3.956
T7347,2.659,3.014,3.19,3.574,3.956
T7348,2.655,3.014,3.19,3.574,3.956
T7349,2.651,3.014,3.19,3.574,3.956
T7350,2.642,3.014,3.19,3.574,3.956
T7351,2.646,3.014,3.19,3.574,3.956
T7352,2.646,3.014,3.19,3.574,3.956
T7353,2.646,3.014,3.19,3.574,3.956
T7354,2.659,3.014,3.19,3.574,3.956
T7355,2.686,3.014,3.19,3.574,3.956
T7356,2.695,3.014,3.19,3.574,3.956
T7357,2.691,3.014,3.19,3.574,3.956
T7358,2.686,3.014,3.19,3.574,3.956
T7359,2.677,3.014,3.19,3.574,3.956
T7360,2.655,3.014,3.19,3.574,3.956
T7361,2.655,3.014,3.19,3.574,3.956
T7362,2.655,3.014,3.19,3.574,3.956
T7363,2.659,3.014,3.19,3.574,3.956
T7364,2.651,3.014,3.19,3.574,3.956
T7365,2.651,3.014,3.19,3.574,3.956
T7366,2.642,3.014,3.19,3.574,3.956
T7367,2.637,3.014,3.19,3.574,3.956
T7368,2.633,3.014,3.19,3.574,3.956
T7369,2.59,3.014,3.19,3.574,3.956
T7370,2.561,3.014,3.19,3.574,3.956
T7371,2.553,3.014,3.19,3.574,3.956
T7372,2.525,3.014,3.19,3.574,3.956
T7373,2.529,3.014,3.19,3.574,3.956
T7374,2.549,3.014,3.19,3.574,3.956
T7375,2.557,3.014,3.19,3.574,3.956
T7376,2.569,3.014,3.19,3.574,3.956
T7377,2.586,3.014,3.19,3.574,3.956
T7378,2.582,3.014,3.19,3.574,3.956
T7379,2.586,3.014,3.19,3.574,3.956
T7380,2.59,3.014,3.19,3.574,3.956
T7381,2.595,3.014,3.19,3.574,3.956
T7382,2.607,3.014,3.19,3.574,3.956
T7383,2.607,3.014,3.19,3.574,3.956
T7384,2.607,3.014,3.19,3.574,3.956
T7385,2.616,3.014,3.19,3.574,3.956
T7386,2.624,3.014,3.19,3.574,3.956
T7387,2.629,3.014,3.19,3.574,3.956
T7388,2.62,3.014,3.19,3.574,3.956
T7389,2.62,3.014,3.19,3.574,3.956
T7390,2.624,3.014,3.19,3.574,3.956
T7391,2.62,3.014,3.19,3.574,3.956
T7392,2.616,3.014,3.19,3.574,3.956
T7393,2.616,3.014,3.19,3.574,3.956
T7394,2.603,3.014,3.19,3.574,3.956
T7395,2.612,3.014,3.19,3.574,3.956
T7396,2.612,3.014,3.19,3.574,3.956
T7397,2.612,3.014,3.19,3.574,3.956
T7398,2.612,3.014,3.19,3.574,3.956
T7399,2.607,3.014,3.19,3.574,3.956
T7400,2.603,3.014,3.19,3.574,3.956
T7401,2.586,3.014,3.19,3.574,3.956
